Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) FRT_U1,Coverage (%) FRT_U2,Coverage (%) FRT_PM2,Coverage (%) FRT_PM1,Coverage (%) Fluid_U2,Coverage (%) Fluid_U1,Coverage (%) Fluid_PM1,Coverage (%) Fluid_PM2,Area FRT_U1,Area FRT_U2,Area FRT_PM2,Area FRT_PM1,Area Fluid_U2,Area Fluid_U1,Area Fluid_PM1,Area Fluid_PM2,Peptides,Unique,Spec FRT_U1,Spec FRT_U2,Spec FRT_PM2,Spec FRT_PM1,Spec Fluid_U2,Spec Fluid_U1,Spec Fluid_PM1,Spec Fluid_PM2,PTM,Avg. Mass,Description
939,776,FBgn0030007,177.64,29,10,8,18,18,13,15,2,7,9.4406E6,5.0318E6,9.5643E6,1.5577E7,4.0903E6,2.7008E6,3.5548E4,3.2448E5,14,14,7,4,15,11,12,8,4,3,,55684,FBpp0071138
1032,750,FBgn0011327,177.62,48,26,27,41,27,21,8,2,6,1.2615E7,1.0676E7,1.3345E7,1.0206E7,4.1605E6,6.6488E5,1.7596E5,1.7551E5,14,14,16,11,19,11,9,4,1,2,Oxidation (M),37673,FBpp0076200
1133,1288,FBgn0003205,177.47,60,60,52,52,52,0,0,0,0,9.3247E6,6.7713E6,7.6444E6,5.905E6,,,,,10,9,22,19,15,19,0,0,0,0,Carbamidomethylation; Oxidation (M),21594,FBpp0081600
1223,664,FBgn0010391,177.45,25,11,15,16,23,0,0,0,0,1.6998E6,3.9418E6,6.7417E6,5.3996E6,,,,,12,12,6,11,12,13,0,0,0,0,Carbamidomethylation; Oxidation (M),67795,FBpp0073336
1233,920,FBgn0027608,177.42,34,11,12,15,18,23,19,19,14,1.3251E6,3.3945E6,3.5664E6,3.3558E6,2.6212E6,2.8155E6,2.0097E6,5.5354E5,11,11,3,5,6,6,9,10,7,5,Carbamidomethylation; Oxidation (M); Deamidation (NQ),40037,FBpp0290128
864,2763,FBgn0020765,176.99,70,70,70,70,70,0,0,0,18,2.03E7,2.7331E7,3.118E7,3.7522E7,,,,1.8897E4,5,5,22,29,30,33,0,0,0,1,,11284,FBpp0076729
1557,1172,FBgn0033272,176.90,22,17,12,11,14,5,11,3,5,1.2031E6,1.043E6,1.011E6,2.2348E6,0,7.06E5,2.9409E4,1.3886E4,7,7,8,4,7,7,2,5,2,2,Carbamidomethylation; Oxidation (M),43965,FBpp0087883
756,1727,FBgn0037913,176.89,54,33,48,50,31,31,25,43,35,7.0276E7,1.0882E8,8.6191E7,7.0587E7,4.9884E7,1.4434E7,2.0651E7,2.444E7,9,9,21,23,21,21,22,11,15,16,Oxidation (M); Deamidation (NQ),17137,FBpp0099728
1552,984,FBgn0034718,176.87,19,9,7,17,15,0,0,0,0,5.2888E6,7.088E6,1.0921E7,7.08E6,,,,,9,9,7,6,9,6,0,0,0,0,Oxidation (M),74711,FBpp0071761
1220,2005,FBgn0024841,176.79,34,34,34,34,34,24,18,18,10,6.9832E6,1.4576E7,1.429E7,1.1675E7,3.5773E6,4.693E5,8.5185E5,5.0733E5,4,4,10,13,14,11,10,4,4,1,Oxidation (M); Deamidation (NQ),21067,FBpp0084824
474,886,FBgn0263200,176.78,32,19,25,21,21,23,26,29,23,4.8628E7,3.7617E7,4.6244E7,4.0273E7,4.5502E7,2.2503E7,1.5286E7,7.3373E6,10,10,32,34,32,26,42,26,19,10,Carbamidomethylation; Oxidation (M),40447,FBpp0078951
884,966,FBgn0030518,176.57,55,25,25,44,38,36,21,7,14,7.1645E6,3.2153E6,7.6251E6,3.1563E6,3.5886E6,4.4854E5,4.2352E4,5.6596E5,9,9,10,10,12,10,12,9,2,2,Carbamidomethylation; Oxidation (M),26011,FBpp0073649
1346,1982,FBgn0050045,176.52,62,47,62,47,47,0,0,8,0,1.3894E7,1.1899E7,1.7235E7,2.0047E7,,,9.273E3,,5,5,14,13,14,17,0,0,1,0,,15605,FBpp0112271
569,1651,FBgn0285950,176.41,31,27,27,31,27,31,5,0,8,9.3398E7,3.7182E7,5.2354E7,6.0469E7,5.0221E6,1.4271E5,,3.6198E4,8,8,39,38,43,38,15,8,0,1,Oxidation (M),23998,FBpp0072312
1038,1444,FBgn0263256,176.29,10,3,7,9,9,10,6,6,8,1.2726E6,2.4485E6,2.8135E6,3.4438E6,7.7967E6,7.3794E5,8.8469E4,9.9642E4,6,6,4,9,9,12,24,9,3,6,Oxidation (M); Deamidation (NQ),105237,FBpp0300618
1251,817,FBgn0036892,176.11,15,7,7,10,12,0,0,0,0,3.6668E6,6.2358E6,4.9682E6,5.7555E6,,,,,11,11,9,12,10,11,0,0,0,0,Carbamidomethylation; Oxidation (M),115032,FBpp0271918
761,1226,FBgn0015797,176.08,52,48,52,36,48,11,5,5,0,1.5094E7,1.016E7,8.3755E6,1.6623E7,7.5044E4,,,,8,7,30,30,29,27,4,4,6,0,Oxidation (M),23480,FBpp0079943
1428,863,FBgn0263705,176.01,5,1,3,3,4,0,0,0,0,6.5502E4,1.1807E6,5.5671E5,1.5644E6,,,,,11,11,2,7,7,11,0,0,0,0,Carbamidomethylation; Oxidation (M),349423,FBpp0302017
1636,1109,FBgn0265356,175.64,7,5,5,7,7,0,0,0,0,1.6521E5,8.5531E4,1.2412E6,4.7834E5,,,,,7,7,4,6,7,8,0,0,0,0,,164251,FBpp0113114
1421,1032,FBgn0039326,175.50,21,8,17,15,19,7,5,5,0,9.7063E5,3.8619E6,2.8868E6,2.9735E6,5.2046E5,2.5361E5,1.8192E5,,8,8,3,7,6,8,3,2,2,0,Oxidation (M),46141,FBpp0084225
1280,742,FBgn0063485,175.41,27,11,11,14,21,7,0,0,0,5.014E6,6.3908E6,7.9896E6,6.6446E6,0,,,,13,13,12,5,12,14,4,0,0,0,,74247,FBpp0099495
1753,1077,FBgn0030251,175.24,18,0,6,7,6,13,18,3,5,,2.7268E5,1.2853E5,3.6518E5,1.5474E6,1.2374E6,6.0875E4,1.0374E5,9,9,0,2,3,2,6,9,2,2,Carbamidomethylation,63597,FBpp0073243
958,1800,FBgn0031692,175.16,62,62,61,61,62,11,19,11,5,1.8656E7,1.9465E7,3.9611E7,6.6931E7,3.2469E5,9.9448E4,1.8109E5,1.8996E5,7,7,23,27,17,25,3,3,2,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),16796,FBpp0078699
1099,1281,FBgn0029833,175.09,52,52,22,41,47,20,15,15,4,7.1921E6,3.3126E6,8.491E6,7.2254E6,3.2577E6,8.0634E5,0,2.1577E5,8,8,20,9,15,12,8,4,2,1,Oxidation (M),20348,FBpp0070832
1661,1052,FBgn0034858,175.07,17,6,10,14,11,8,3,0,0,4.7255E5,9.9774E5,1.4684E6,8.0526E5,2.6242E5,0,,,8,8,3,5,7,6,4,1,0,0,,67612,FBpp0071923
1675,1170,FBgn0010803,175.06,24,4,16,8,11,17,10,6,4,3.2009E5,2.106E6,9.6405E5,2.0623E6,9.5074E5,1.2667E5,8.3722E4,1.9947E5,9,9,1,6,2,3,7,5,2,1,Oxidation (M),47971,FBpp0081461
372,1324,FBgn0283471,175.04,20,18,20,13,13,9,3,3,3,5.3093E8,3.9532E8,4.7161E8,4.5514E8,3.1919E6,5.4523E5,5.6722E5,3.2051E5,13,13,61,61,69,56,4,6,1,2,Oxidation (M); Deamidation (NQ),30082,FBpp0074298
767,1100,FBgn0000711,174.91,19,14,17,19,14,19,14,10,5,9.0038E5,1.4301E6,1.3926E6,1.3092E6,8.3562E5,2.587E5,0,,9,3,17,18,21,16,19,20,5,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51311,FBpp0071381
1255,904,FBgn0010435,174.84,24,17,15,20,20,0,0,0,0,1.2341E7,1.1134E7,1.8761E7,1.3491E7,,,,,11,11,14,12,14,12,0,0,0,0,Oxidation (M),62047,FBpp0072308
1278,1062,FBgn0038049,174.55,31,13,26,27,25,0,0,0,0,4.8235E6,7.5026E6,1.1922E7,1.6769E7,,,,,9,9,4,12,17,11,0,0,0,0,Carbamidomethylation; Oxidation (M),41619,FBpp0082063
1057,1852,FBgn0286786,174.52,54,50,38,54,50,25,25,25,19,3.3446E7,2.3458E7,2.8838E7,2.2617E7,2.6717E6,7.6665E5,1.4227E6,9.1536E5,9,9,14,11,19,24,8,3,5,2,Carbamidomethylation; Oxidation (M),13883,FBpp0079443
1033,1475,FBgn0283477,174.47,31,31,27,26,22,17,4,4,3,6.9584E6,8.1339E6,6.386E6,3.0341E6,4.7117E5,3.0203E4,0,7.8211E4,8,8,18,16,17,12,6,1,1,1,Carbamidomethylation; Oxidation (M),28350,FBpp0082724
1036,728,FBgn0024293,174.34,53,12,21,17,32,38,25,32,8,3.64E6,8.5405E6,5.446E6,6.4736E6,7.2528E6,7.169E6,1.3518E6,1.4321E5,13,13,6,9,6,10,14,12,9,2,Oxidation (M),43378,FBpp0099762
995,1000,FBgn0030828,174.18,33,3,9,3,8,29,22,20,13,6.6553E5,4.4837E5,3.4106E5,4.8103E5,8.5674E6,6.2623E6,2.2495E6,1.8721E6,10,9,3,3,3,3,22,22,14,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),44427,FBpp0074167
1315,2192,FBgn0031505,174.16,47,47,31,47,47,0,0,0,0,1.0475E7,1.7963E7,2.0598E7,1.4488E7,,,,,5,5,16,12,14,17,0,0,0,0,,12909,FBpp0077303
1178,978,FBgn0038516,174.14,52,35,49,45,23,0,0,0,0,1.5881E7,2.0427E7,1.4108E7,1.4876E7,,,,,10,10,15,22,18,9,0,0,0,0,Oxidation (M),28100,FBpp0082895
1407,955,FBgn0032178,174.06,43,3,3,0,4,20,31,26,15,0,0,,0,4.2904E6,3.8263E6,7.5076E5,4.8816E5,11,11,1,1,0,1,12,13,7,4,Carbamidomethylation; Oxidation (M),42519,FBpp0079528
887,867,FBgn0037370,173.91,39,28,27,25,36,24,20,18,21,6.575E6,1.732E7,1.3597E7,1.3663E7,2.4345E6,1.815E6,3.4743E5,5.2635E5,11,11,10,14,14,14,13,7,4,5,Oxidation (M); Deamidation (NQ),38375,FBpp0078370
1095,1731,FBgn0031021,173.91,46,46,46,46,46,0,0,0,0,5.8405E7,4.1219E7,6.3348E7,3.2736E7,,,,,6,6,19,25,14,21,0,0,0,0,Oxidation (M),20681,FBpp0074481
747,1057,FBgn0028546,173.82,33,31,33,28,31,12,9,21,3,4.4266E7,3.7087E7,3.9215E7,2.8142E7,3.542E6,2.5552E5,1.0249E6,2.17E5,8,8,16,23,17,19,6,5,5,1,Oxidation (M); Deamidation (NQ),31850,FBpp0080089
1347,927,FBgn0038723,173.67,34,13,15,12,15,21,17,14,7,1.1991E6,1.4944E6,2.4536E6,1.12E6,1.9499E6,1.6326E6,2.6371E5,2.7045E5,11,11,5,5,6,5,12,6,4,2,Oxidation (M),40636,FBpp0083213
1204,862,FBgn0266268,173.67,40,33,35,29,27,0,0,0,0,1.0828E7,1.3692E7,2.091E7,1.864E7,,,,,12,12,12,15,17,15,0,0,0,0,Carbamidomethylation; Oxidation (M),43597,FBpp0085208
907,1300,FBgn0034259,173.56,50,50,29,41,41,0,0,0,0,8.8458E7,5.4446E7,6.8613E7,5.2612E7,,,,,8,8,23,26,31,32,0,0,0,0,Oxidation (M),28976,FBpp0086051
897,1247,FBgn0038020,173.51,42,22,22,22,35,21,10,18,10,5.0315E7,3.3583E7,4.9537E7,1.3618E7,8.1692E6,2.1708E6,1.0641E6,1.2996E5,11,9,18,19,16,20,18,4,9,3,Oxidation (M); Deamidation (NQ),25461,FBpp0082078
1042,1049,FBgn0035631,173.47,54,24,27,38,43,29,23,23,8,1.3655E7,1.6619E7,1.1612E7,9.8109E6,3.3066E6,1.4848E6,9.636E5,4.5868E5,11,11,12,12,16,10,11,12,6,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),31728,FBpp0076804
1622,1166,FBgn0033739,173.45,12,6,7,8,11,1,1,0,0,2.0934E6,9.3242E5,1.8057E6,1.5374E6,9.7193E4,6.5836E4,,,7,7,4,4,7,7,1,1,0,0,Oxidation (M),90485,FBpp0111987
1162,841,FBgn0041182,173.39,15,1,1,1,5,11,10,2,2,1.8984E5,6.7815E4,2.3774E5,5.8816E5,2.5017E6,5.7331E5,7.7408E4,2.7963E5,16,16,1,1,2,6,14,11,4,3,Oxidation (M); Deamidation (NQ),158347,FBpp0079133
1717,1655,FBgn0036099,173.38,35,31,27,31,30,0,0,0,0,1.3565E5,1.4753E6,2.7429E6,2.2806E6,,,,,6,6,9,7,10,6,0,0,0,0,Carbamidomethylation,25898,FBpp0075994
526,1550,FBgn0028697,173.36,35,28,28,28,35,35,23,30,8,8.1373E7,4.9516E7,4.2495E7,5.5329E7,1.1912E7,1.0428E6,8.1276E5,2.0238E5,7,7,34,35,31,52,24,14,16,2,Oxidation (M); Deamidation (NQ),24325,FBpp0112465
1078,1063,FBgn0029113,173.31,14,5,5,9,8,14,12,13,9,9.1604E5,2.0258E6,3.1646E6,2.5874E6,2.8109E6,1.5656E6,5.6115E5,6.4601E5,8,8,10,8,10,8,13,10,17,6,Deamidation (NQ),77611,FBpp0076457
794,718,FBgn0030734,173.15,36,24,36,28,26,0,6,0,0,1.4696E7,1.6533E7,1.5025E7,2.2478E7,,1.1232E5,,,14,14,30,26,34,27,0,2,0,0,Carbamidomethylation,47055,FBpp0074020
1270,1115,FBgn0028992,172.95,33,10,20,13,11,21,20,20,9,4.6784E4,2.706E6,1.0389E6,1.5558E6,1.6984E6,1.8301E6,5.9851E5,0,10,10,3,6,4,4,6,10,4,2,,37791,FBpp0082877
1229,1066,FBgn0051674,172.94,35,7,11,7,4,17,30,14,14,,0,,,2.5893E5,2.3408E5,9.2691E4,7.6665E4,9,7,4,5,4,3,15,13,7,6,Oxidation (M),35987,FBpp0080952
1020,1465,FBgn0029828,172.90,24,24,24,24,24,10,4,6,0,1.8618E7,1.8984E7,1.4898E7,1.3707E7,2.7988E5,2.5741E4,9.322E4,,6,6,15,18,26,18,2,1,1,0,Oxidation (M); Deamidation (NQ),34047,FBpp0070829
1525,1370,FBgn0037700,172.79,32,14,17,14,14,9,9,3,9,1.061E6,2.2248E5,9.0881E5,8.8039E5,9.9353E4,5.8425E5,9.1275E4,1.4636E5,8,8,9,3,5,6,2,4,1,2,,32905,FBpp0081539
785,780,FBgn0037955,172.47,38,26,26,26,26,14,26,19,7,1.3026E7,1.2988E7,2.1627E7,2.9501E7,5.1284E6,7.0251E6,1.3895E6,5.372E5,13,12,18,17,22,22,11,15,8,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51202,FBpp0081993
1496,1463,FBgn0262467,172.34,32,32,32,29,32,0,0,0,0,3.5572E6,2.5023E6,6.0392E6,4.1359E6,,,,,6,6,9,9,11,8,0,0,0,0,Carbamidomethylation; Oxidation (M),28175,FBpp0078688
1921,1045,FBgn0033846,172.33,12,5,5,8,9,2,0,0,0,4.4526E5,4.6655E5,6.1309E5,1.1666E6,3.1788E4,,,,8,8,3,4,6,7,1,0,0,0,,100476,FBpp0290602
1156,2221,FBgn0034394,172.18,11,6,11,11,11,0,0,0,0,3.8582E6,4.2841E6,7.6789E6,7.751E6,,,,,6,6,12,17,20,23,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53429,FBpp0085814
1047,847,FBgn0020660,172.05,24,7,15,9,13,13,5,5,5,1.5123E7,1.4401E7,8.3447E6,6.9538E6,4.1678E6,9.2025E5,2.6731E5,3.6582E5,10,10,14,12,12,10,9,3,4,3,,52202,FBpp0112403
545,1205,FBgn0035422,172.02,47,42,42,42,47,41,23,35,22,1.3946E8,1.7167E8,1.2077E8,1.1254E8,1.1275E7,1.2842E6,3.0975E6,2.2206E6,12,12,39,46,34,39,17,4,6,5,,16029,FBpp0072957
974,951,FBgn0037687,171.99,46,32,21,38,25,35,23,7,0,7.0732E6,3.9784E6,5.166E6,2.909E6,3.5059E6,7.9129E5,2.3072E5,,10,10,15,11,15,11,9,13,2,0,Carbamidomethylation; Oxidation (M),31870,FBpp0081507
1514,840,FBgn0040259,171.99,31,11,19,13,12,0,0,0,0,7.1233E6,3.0927E6,9.5538E6,8.5329E6,,,,,10,10,7,6,9,7,0,0,0,0,Oxidation (M),60175,FBpp0081814
1592,1040,FBgn0038610,171.94,39,26,30,12,14,0,0,0,0,5.6248E6,2.4049E6,3.6214E5,1.8547E6,,,,,10,10,11,9,5,4,0,0,0,0,Oxidation (M),37097,FBpp0083003
780,1155,FBgn0030718,171.69,52,43,42,39,24,0,0,0,0,5.5961E7,3.5984E7,3.4963E7,2.5895E7,,,,,11,11,29,34,24,30,0,0,0,0,Carbamidomethylation; Oxidation (M),24594,FBpp0073950
1527,1023,FBgn0010379,171.56,18,0,2,0,3,18,2,3,0,,4.8772E5,,7.9885E4,2.1065E6,2.4125E5,0,,10,10,0,1,0,1,10,1,2,0,,68485,FBpp0082682
1152,781,FBgn0024314,171.47,19,6,5,6,7,14,12,3,4,1.0305E6,1.5806E6,3.7555E6,4.8903E6,6.1721E6,2.1505E6,2.7868E5,2.5272E5,12,12,4,5,5,7,14,12,2,4,Carbamidomethylation; Oxidation (M),85751,FBpp0077645
1497,1496,FBgn0011824,171.46,31,24,20,27,28,0,0,0,0,1.4058E7,8.6225E6,9.3137E6,5.4826E6,,,,,6,5,10,8,12,13,0,0,0,0,Carbamidomethylation,22665,FBpp0071562
1398,1327,FBgn0027496,171.41,35,12,22,28,22,19,7,0,0,1.6174E6,2.0344E7,1.1568E7,1.9524E6,2.162E6,6.5198E5,,,9,9,6,12,8,4,6,3,0,0,Carbamidomethylation; Oxidation (M),34619,FBpp0078891
1097,809,FBgn0284220,171.27,9,2,5,8,5,3,2,1,1,8.2571E5,2.4691E6,4.5762E6,3.4073E6,2.615E5,2.5281E5,1.7585E4,1.2517E4,11,11,5,11,18,10,4,3,1,1,Oxidation (M),164395,FBpp0080825
876,1257,FBgn0010333,171.16,43,36,36,43,43,15,0,0,0,7.2853E6,1.0247E7,5.5878E6,6.814E6,,,,,7,2,24,25,24,19,4,0,0,0,Carbamidomethylation; Oxidation (M),21354,FBpp0072614
1112,1242,FBgn0035830,171.15,40,27,27,21,35,32,30,22,15,4.5116E6,3.8269E6,5.2813E6,5.626E6,5.1594E6,5.4869E6,1.9545E6,1.0575E6,10,10,7,11,9,11,12,9,7,4,Oxidation (M),36733,FBpp0076470
1136,828,FBgn0003116,171.06,29,6,13,10,13,20,15,19,10,1.7537E6,1.1913E6,4.5884E5,1.1115E7,2.8256E6,1.3494E6,1.4623E6,2.2552E5,10,10,5,5,4,5,11,9,8,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45180,FBpp0070373
1272,1153,FBgn0037472,171.01,31,11,26,26,24,18,15,12,7,9.3687E5,6.5997E6,5.9168E6,4.9124E6,1.4303E6,5.151E5,4.1216E5,2.6848E5,8,8,3,9,13,9,5,5,3,2,,37482,FBpp0081084
702,1559,FBgn0040377,170.83,22,16,22,22,22,19,14,5,4,3.2498E5,0,3.1784E5,2.7268E5,3.4005E5,0,,,8,2,25,26,23,15,12,8,3,1,Oxidation (M); Deamidation (NQ),28138,FBpp0308493
1173,1014,FBgn0050159,170.61,37,27,33,33,22,0,0,0,0,2.7311E7,1.2841E7,1.2201E7,1.4746E7,,,,,8,8,15,18,17,10,0,0,0,0,Carbamidomethylation,27611,FBpp0088701
1624,766,FBgn0001090,170.49,45,3,3,3,0,36,10,3,11,0,0,1.7758E5,,3.4777E6,6.5735E5,2.4657E4,2.3428E5,12,12,1,1,1,0,15,5,2,4,,45816,FBpp0074427
1335,1258,FBgn0036623,170.43,22,15,17,20,18,0,0,3,0,7.6328E5,6.7186E6,8.1564E6,3.363E6,,,3.1976E4,,8,8,6,13,13,11,0,0,1,0,Carbamidomethylation; Deamidation (NQ),45681,FBpp0300976
1092,723,FBgn0033814,170.36,21,5,8,10,13,9,14,2,2,3.8017E5,1.1163E6,3.3055E6,3.2544E6,1.5768E6,7.6556E5,4.8234E4,8.4305E3,11,11,3,7,5,8,6,7,2,1,Oxidation (M); Deamidation (NQ),71841,FBpp0086873
991,2372,FBgn0033728,170.03,49,49,49,49,49,10,10,10,10,5.7094E7,4.9621E7,7.2763E7,5.8467E7,5.2336E5,1.8639E5,2.0663E5,2.5189E5,7,7,20,28,21,26,2,1,1,1,,14339,FBpp0087031
506,1343,FBgn0010265,170.02,54,36,49,36,48,36,7,18,22,9.9241E7,8.7921E7,6.8952E7,1.0182E8,9.8435E6,1.5939E6,2.4603E6,3.4308E6,10,10,39,39,30,33,14,5,5,7,Oxidation (M),17178,FBpp0079328
902,890,FBgn0004177,169.84,45,16,17,25,13,42,37,11,8,1.3033E6,9.4749E6,6.7575E6,7.717E6,2.5428E6,7.4847E6,8.515E5,4.7209E5,9,9,13,13,15,11,24,18,8,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35469,FBpp0079148
1317,744,FBgn0036053,169.83,17,6,8,10,7,13,4,3,1,5.8876E5,2.0894E6,1.7701E6,2.5764E6,2.5552E6,3.314E5,1.6572E4,4.0066E4,11,11,4,7,8,7,9,3,2,1,Deamidation (NQ),97778,FBpp0076092
1029,850,FBgn0038680,169.81,24,15,15,17,13,0,2,2,2,9.6628E5,1.2965E6,1.7669E6,7.2478E5,,,,,11,5,19,22,21,15,0,1,1,1,Oxidation (M),61355,FBpp0083144
1021,2605,FBgn0031453,169.73,30,30,30,30,30,30,30,28,10,1.8008E7,1.3498E7,1.7102E7,1.715E7,4.7442E6,2.6416E5,3.5659E5,2.1042E5,5,5,14,21,15,13,13,12,3,2,Deamidation (NQ),15460,FBpp0077397
1711,1028,FBgn0044324,169.73,14,4,5,10,10,0,0,0,0,6.2503E5,1.3425E6,2.5683E6,3.1338E6,,,,,9,9,3,5,8,10,0,0,0,0,Deamidation (NQ),101053,FBpp0078219
1139,953,FBgn0032494,169.71,44,13,18,19,13,41,31,12,0,1.3224E6,2.0186E6,3.635E6,1.5221E6,5.1955E6,9.5292E5,5.0774E5,,11,11,4,4,8,4,14,16,4,0,Oxidation (M); Deamidation (NQ),28515,FBpp0080030
1458,1208,FBgn0014163,169.43,29,5,16,13,10,26,18,3,3,3.2451E4,2.4157E6,5.0908E5,1.1314E6,8.9806E6,2.7995E6,1.4339E5,9.6213E4,10,10,2,5,4,3,13,9,1,1,,47105,FBpp0075170
1906,1598,FBgn0034451,169.31,32,7,20,14,14,25,4,8,0,5.4334E5,3.8918E5,4.3529E5,0,1.2061E6,2.7949E4,6.3839E4,,6,6,1,3,4,3,7,2,1,0,Carbamidomethylation,26974,FBpp0085690
1662,1569,FBgn0086371,169.31,33,33,21,27,22,15,0,0,0,2.6583E6,2.7656E5,1.3499E6,2.0273E5,8.4734E5,,,,6,6,10,5,7,4,4,0,0,0,Carbamidomethylation; Oxidation (M),27941,FBpp0082240
1555,1305,FBgn0037279,169.26,29,5,15,5,16,12,11,15,5,0,7.3067E5,0,6.8443E5,4.6186E5,3.2226E5,3.4412E4,1.1336E4,8,8,1,4,1,4,5,5,4,1,Carbamidomethylation; Oxidation (M),40448,FBpp0078510
742,1095,FBgn0036361,169.23,30,28,26,18,21,20,28,5,0,3.3384E7,2.7678E7,3.4078E6,5.0082E6,1.8215E6,9.6555E6,0,,10,10,28,40,8,12,14,21,1,0,Carbamidomethylation,35733,FBpp0075589
1236,1709,FBgn0260855,169.15,31,31,31,31,31,0,0,0,0,1.7829E7,1.069E7,1.1409E7,1.4689E7,,,,,5,5,19,17,13,17,0,0,0,0,Oxidation (M),24842,FBpp0301847
1385,1050,FBgn0036272,169.06,28,11,5,15,19,14,18,17,9,1.4327E5,2.7881E6,8.9663E4,2.3843E5,3.9035E6,4.79E5,1.075E6,4.4961E5,9,9,4,3,5,6,8,7,6,3,Carbamidomethylation; Deamidation (NQ),52185,FBpp0312082
1210,760,FBgn0030672,169.04,28,11,3,15,11,14,6,7,3,4.8901E6,2.8757E6,7.4296E6,3.7822E6,1.8361E6,3.2537E5,3.3588E5,2.5201E4,14,14,7,2,8,6,8,4,3,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),69502,FBpp0073872
754,1058,FBgn0035904,168.97,51,29,29,51,40,40,28,10,19,1.6999E7,2.1648E7,1.9081E7,1.7267E7,9.7384E6,1.3161E6,1.0672E6,2.4505E6,9,9,11,15,17,12,17,14,5,3,,27722,FBpp0076348
432,1765,FBgn0053905,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091150
432,1766,FBgn0013981,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0082421
432,1767,FBgn0053883,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091128
432,1768,FBgn0053889,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091134
432,1769,FBgn0053901,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091146
432,1770,FBgn0053871,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091116
432,1771,FBgn0053885,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091130
432,1772,FBgn0053887,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091132
432,1773,FBgn0053899,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091144
432,1774,FBgn0053873,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091118
432,1775,FBgn0053875,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091120
432,1776,FBgn0053897,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091142
432,1777,FBgn0053903,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091148
