Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Tissue Area,Fluid Area,Tissue Area (top-3 peptides),Fluid Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
618,683,FBgn0030239,25.27,38,7,7,Carbamidomethylation,2.4105E7,2.6562E7,2.5245E7,1.7438E7,3.0644E7,2.1974E7,1.1807E8,6.0017E7,1.7443E7,1.7529E7,1.6022E7,1.1368E7,3.0247E7,1.5413E7,8.2344E7,5.5415E7,1.09:1.09:1.00:0.71:1.89:0.96:5.14:3.46,2.3439E7,6.266E7,1.5693E7,4.7094E7,1.00:3.00,26672,FBpp0073235
1766,1995,FBgn0263251,25.26,6,1,1,,1.2926E6,1.0939E6,9.8207E5,5.272E5,1.4643E6,2.3752E5,1.2298E6,5.087E6,1.2926E6,1.0939E6,9.8207E5,5.272E5,1.4643E6,2.3752E5,1.2298E6,5.087E6,1.32:1.11:1.00:0.54:1.49:0.24:1.25:5.18,9.7394E5,2.0046E6,9.7394E5,2.0046E6,1.00:2.06,22324,FBpp0076077
76,50,FBgn0017566,25.22,2,1,1,,1.4773E6,1.1552E6,6.2844E5,4.737E5,0,7.2694E5,9.9696E4,6.8072E4,1.4773E6,1.1552E6,6.2844E5,4.737E5,0,7.2694E5,9.9696E4,6.8072E4,2.35:1.84:1.00:0.75:0:1.16:0.16:0.11,9.3366E5,2.9823E5,9.3366E5,2.9823E5,1.00:0.32,78630,FBpp0071128
1924,2127,FBgn0030261,25.10,9,1,1,Carbamidomethylation,3.3056E5,2.671E5,3.3008E5,3.6751E5,2.1984E5,1.7583E5,7.8057E5,9.5692E5,3.3056E5,2.671E5,3.3008E5,3.6751E5,2.1984E5,1.7583E5,7.8057E5,9.5692E5,1.00:0.81:1.00:1.11:0.67:0.53:2.36:2.90,3.2381E5,5.3329E5,3.2381E5,5.3329E5,1.00:1.65,14029,FBpp0073248
1986,1836,FBgn0053056,25.01,3,1,1,Carbamidomethylation,6.9651E4,0,1.0948E5,1.7207E5,5.5224E5,1.4083E3,6.2054E5,5.1713E5,6.9651E4,0,1.0948E5,1.7207E5,5.5224E5,1.4083E3,6.2054E5,5.1713E5,0.64:0:1.00:1.57:5.04:0.02:5.67:4.72,1.1707E5,4.2283E5,1.1707E5,4.2283E5,1.00:3.61,39097,FBpp0077967
160,101,FBgn0001308,24.96,35,27,27,Oxidation (M),3.2237E7,3.0166E7,4.1276E7,3.9707E7,7.6102E7,4.746E6,1.4346E7,6.0578E6,7.5348E6,7.1501E6,9.1217E6,9.5807E6,1.6637E7,2.403E6,2.0502E6,5.2704E5,0.83:0.78:1.00:1.05:1.82:0.26:0.22:0.06,3.7049E7,3.481E7,8.3468E6,5.4042E6,1.00:0.65,110399,FBpp0086328
1980,2725,FBgn0031977,24.81,17,1,1,,5.7142E6,2.4393E6,3.7519E6,4.8038E6,3.5718E5,3.256E5,9.1341E5,7.5396E5,5.7142E6,2.4393E6,3.7519E6,4.8038E6,3.5718E5,3.256E5,9.1341E5,7.5396E5,1.52:0.65:1.00:1.28:0.10:0.09:0.24:0.20,4.1773E6,5.8754E5,4.1773E6,5.8754E5,1.00:0.14,10116,FBpp0079157
267,411,FBgn0005674,24.74,1,1,1,,4.8734E5,8.6578E4,5.0111E5,3.6167E5,8.9006E4,1.6679E5,2.3361E4,0,4.8734E5,8.6578E4,5.0111E5,3.6167E5,8.9006E4,1.6679E5,2.3361E4,0,0.97:0.17:1.00:0.72:0.18:0.33:0.05:0,3.5918E5,9.3053E4,3.5918E5,9.3053E4,1.00:0.26,189410,FBpp0083898
581,419,FBgn0035947,24.66,25,14,14,Carbamidomethylation; Oxidation (M),1.4621E7,1.6328E7,1.6734E7,1.7027E7,2.0823E7,2.5243E7,7.8679E7,7.4038E7,6.9844E6,5.3373E6,7.7532E6,6.8128E6,7.2604E6,2.303E7,6.9602E7,6.8668E7,0.90:0.69:1.00:0.88:0.94:2.97:8.98:8.86,1.6235E7,5.0858E7,6.7219E6,4.2534E7,1.00:6.33,69009,FBpp0076244
327,226,FBgn0027570,24.58,26,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.234E7,9.0245E7,7.5346E7,7.7366E7,1.4538E8,2.7159E8,1.0307E7,1.4417E7,2.4023E7,3.255E7,3.1221E7,3.1236E7,5.7233E7,1.1562E8,9.56E5,4.6526E6,0.77:1.04:1.00:1.00:1.83:3.70:0.03:0.15,7.6359E7,1.19E8,2.9758E7,4.4926E7,1.00:1.51,88125,FBpp0293663
688,1268,FBgn0038570,24.53,32,6,6,Deamidation (NQ),9.5501E7,8.9972E7,7.2544E7,1.2211E8,1.4806E7,1.4007E7,4.859E7,5.6984E7,5.7974E7,6.2891E7,4.3009E7,9.1997E7,1.0078E7,9.7907E6,3.1676E7,4.1626E7,1.35:1.46:1.00:2.14:0.23:0.23:0.74:0.97,9.5032E7,3.4657E7,6.3968E7,2.4353E7,1.00:0.38,19896,FBpp0100079
1368,1311,FBgn0024811,24.38,7,2,2,,2.1522E6,5.7178E5,6.6985E5,1.1509E6,3.3779E6,0,2.1316E6,2.2904E6,2.1522E6,5.7178E5,6.6985E5,1.1509E6,3.3779E6,0,2.1316E6,2.2904E6,3.21:0.85:1.00:1.72:5.04:0:3.18:3.42,1.3275E6,2.6E6,1.3275E6,2.6E6,1.00:1.96,31205,FBpp0088181
832,1120,FBgn0015218,24.32,24,4,4,Oxidation (M),4.2203E5,5.43E6,9.1492E6,1.0095E7,1.1088E7,2.7215E6,1.9789E7,7.3059E6,4.2203E5,3.7777E6,6.7514E6,8.2922E6,9.1195E6,2.563E6,1.7865E7,6.8636E6,0.06:0.56:1.00:1.23:1.35:0.38:2.65:1.02,7.9084E6,1.0364E7,5.9574E6,9.2408E6,1.00:1.55,29224,FBpp0076218
1211,960,FBgn0001961,24.24,13,4,4,,2.8043E5,3.6864E6,3.366E6,3.5347E6,3.6912E6,6.0475E6,9.8114E6,0,2.8043E5,2.7666E6,2.5953E6,2.7416E6,3.6407E6,5.7936E6,9.6307E6,0,0.11:1.07:1.00:1.06:1.40:2.23:3.71:0,3.2264E6,6.9862E6,2.3985E6,6.8245E6,1.00:2.85,41601,FBpp0080146
1501,1326,FBgn0033924,23.86,3,3,3,Carbamidomethylation,5.8225E5,5.6721E5,3.9511E4,3.0031E4,1.0437E6,1.3953E6,3.1563E5,5.934E5,5.8225E5,5.6721E5,3.9511E4,3.0031E4,1.0437E6,1.3953E6,3.1563E5,5.934E5,14.74:14.36:1.00:0.76:26.42:35.31:7.99:15.02,5.6103E5,1.0082E6,5.6103E5,1.0082E6,1.00:1.80,92023,FBpp0086674
216,87,FBgn0032242,23.76,35,23,23,Carbamidomethylation; Oxidation (M),5.3831E7,5.3434E7,6.6675E7,6.0223E7,1.5888E8,1.5512E8,1.1057E8,1.4652E8,1.6745E7,1.6606E7,2.4972E7,2.2351E7,4.0229E7,4.0834E7,4.0339E7,4.032E7,0.67:0.67:1.00:0.90:1.61:1.64:1.62:1.61,6.6817E7,1.5304E8,2.2541E7,4.1255E7,1.00:1.83,86312,FBpp0079637
1628,1379,FBgn0039297,23.69,5,1,1,,6.2498E5,7.8045E4,2.9104E5,6.1822E5,2.0222E6,6.281E5,4.3656E5,2.1471E6,6.2498E5,7.8045E4,2.9104E5,6.1822E5,2.0222E6,6.281E5,4.3656E5,2.1471E6,2.15:0.27:1.00:2.12:6.95:2.16:1.50:7.38,4.0307E5,1.3085E6,4.0307E5,1.3085E6,1.00:3.25,28065,FBpp0084184
949,599,FBgn0035371,23.60,14,7,7,Carbamidomethylation; Oxidation (M),5.1117E6,1.1314E7,8.5555E6,1.0577E7,2.0536E7,1.4641E7,8.7338E6,7.5189E6,4.2556E6,9.5223E6,6.6054E6,8.5335E6,1.5958E7,1.3017E7,7.3522E6,6.6015E6,0.64:1.44:1.00:1.29:2.42:1.97:1.11:1.00,9.6925E6,1.2955E7,7.8287E6,1.0732E7,1.00:1.37,56978,FBpp0072886
316,494,FBgn0033446,23.57,63,14,14,Deamidation (NQ),5.5147E8,3.3166E8,3.4519E8,2.6095E8,2.4811E8,1.0098E8,2.503E8,5.0823E8,2.6994E8,1.6914E8,1.7983E8,1.1832E8,1.1965E8,4.9234E7,9.6205E7,2.3164E8,1.50:0.94:1.00:0.66:0.67:0.27:0.53:1.29,3.7355E8,3.1837E8,1.8431E8,1.2437E8,1.00:0.67,24220,FBpp0087578
1308,1272,FBgn0259139,23.48,2,1,1,,1.1354E6,1.6378E6,1.4872E6,1.0974E6,6.9406E5,7.1947E5,1.2555E5,5.582E5,1.1354E6,1.6378E6,1.4872E6,1.0974E6,6.9406E5,7.1947E5,1.2555E5,5.582E5,0.76:1.10:1.00:0.74:0.47:0.48:0.08:0.38,1.3395E6,5.2432E5,1.3395E6,5.2432E5,1.00:0.39,61397,FBpp0088856
1038,1406,FBgn0053532,23.43,23,3,3,Carbamidomethylation,2.7832E6,4.6998E6,6.2786E4,6.787E4,8.621E6,4.7669E6,3.75E5,8.0557E3,2.7832E6,4.6998E6,6.2786E4,6.787E4,8.621E6,4.7669E6,3.75E5,8.0557E3,44.33:64.00:1.00:1.08:64.00:64.00:5.97:0.13,2.2456E6,4.4666E6,2.2456E6,4.4666E6,1.00:1.99,21380,FBpp0099709
720,1196,FBgn0283450,23.33,56,9,9,Carbamidomethylation; Oxidation (M),4.1636E7,2.8634E7,3.0058E7,1.958E7,4.2961E7,8.2124E6,8.3308E7,5.6796E7,2.8897E7,2.0763E7,1.8823E7,1.2817E7,2.9637E7,7.8144E6,5.6068E7,3.7469E7,1.54:1.10:1.00:0.68:1.57:0.42:2.98:1.99,2.9977E7,5.0671E7,2.0325E7,3.2747E7,1.00:1.61,20046,FBpp0088085
367,682,FBgn0032820,23.14,38,12,12,Oxidation (M); Deamidation (NQ),1.4649E8,1.6422E8,1.0443E8,1.1102E8,3.6453E8,8.3149E8,6.8306E8,5.0124E8,8.5834E7,8.261E7,6.1031E7,6.223E7,1.8431E8,4.504E8,3.117E8,2.7085E8,1.41:1.35:1.00:1.02:3.02:7.38:5.11:4.44,1.3629E8,6.7817E8,7.2926E7,3.2889E8,1.00:4.51,37031,FBpp0312559
814,729,FBgn0025866,23.13,2,1,1,,4.2265E5,4.8735E5,4.4826E5,5.5063E5,2.5731E6,1.0728E6,2.0342E5,1.1016E6,4.2265E5,4.8735E5,4.4826E5,5.5063E5,2.5731E6,1.0728E6,2.0342E5,1.1016E6,0.94:1.09:1.00:1.23:5.74:2.39:0.45:2.46,4.7722E5,1.2377E6,4.7722E5,1.2377E6,1.00:2.59,103813,FBpp0076072
1421,1650,FBgn0031974,22.97,15,4,4,,1.2009E6,1.3588E6,1.7642E6,1.1338E6,8.9521E5,3.2327E5,6.0274E6,1.7587E6,7.9777E5,9.835E5,1.3148E6,5.7788E5,4.3335E5,1.2297E5,3.9122E6,9.5114E5,0.61:0.75:1.00:0.44:0.33:0.09:2.98:0.72,1.4144E6,2.3952E6,9.6845E5,1.499E6,1.00:1.55,31590,FBpp0289985
900,721,FBgn0036300,22.86,20,5,5,Oxidation (M); Deamidation (NQ),1.282E7,9.6423E6,1.3076E7,1.0677E7,1.7978E6,3.2002E6,1.6621E7,6.0104E6,1.1687E7,9.0131E6,9.4551E6,8.0705E6,1.7978E6,3.0456E6,1.5173E7,5.9271E6,1.24:0.95:1.00:0.85:0.19:0.32:1.60:0.63,1.1554E7,7.2358E6,9.5565E6,6.4857E6,1.00:0.68,29667,FBpp0075693
1149,1306,FBgn0029882,22.59,17,3,3,,3.3002E6,3.2447E6,4.1844E6,3.6709E6,1.5772E4,1.623E6,6.3449E6,2.2757E5,3.3002E6,3.2447E6,4.1844E6,3.6709E6,1.5772E4,1.623E6,6.3449E6,2.2757E5,0.79:0.78:1.00:0.88:0.02:0.39:1.52:0.05,3.6001E6,2.7991E6,3.6001E6,2.7991E6,1.00:0.78,25783,FBpp0070953
123,175,FBgn0262511,22.42,28,22,22,Carbamidomethylation; Oxidation (M),7.4135E7,3.5402E8,3.6296E8,4.026E8,1.3055E8,1.9085E7,2.7779E8,2.1859E8,7.0792E7,1.32E8,1.3106E8,1.1645E8,5.2764E7,1.4001E7,1.1211E8,8.7351E7,0.54:1.01:1.00:0.89:0.40:0.11:0.86:0.67,3.2447E8,1.7741E8,1.1257E8,6.7553E7,1.00:0.60,92390,FBpp0288470
624,563,FBgn0036258,22.38,21,11,11,Carbamidomethylation; Oxidation (M),2.1856E7,2.9065E7,2.1149E7,1.7819E7,3.2824E7,3.2311E7,3.3909E7,1.8468E7,1.0625E7,1.3667E7,1.0859E7,4.686E6,1.5542E7,2.0588E7,1.4806E7,1.0636E7,0.98:1.26:1.00:0.43:1.43:1.90:1.36:0.98,2.3852E7,2.9686E7,1.1033E7,1.5393E7,1.00:1.40,63223,FBpp0075754
847,679,FBgn0261394,22.33,32,8,8,Carbamidomethylation; Oxidation (M),5.6127E7,4.1896E7,4.285E7,2.7666E7,1.6675E7,1.2489E7,3.2576E7,2.4964E7,3.6765E7,2.8958E7,2.8933E7,1.8608E7,1.482E7,8.2253E6,2.1346E7,2.0801E7,1.27:1.00:1.00:0.64:0.51:0.28:0.74:0.72,4.2274E7,2.7305E7,2.8455E7,2.1018E7,1.00:0.74,29412,FBpp0071451
1780,2539,FBgn0283508,22.30,5,2,2,,5.2224E4,1.0466E6,2.9984E4,4.4906E4,1.4162E6,5.835E6,0,0,5.2224E4,1.0466E6,2.9984E4,4.4906E4,1.4162E6,5.835E6,0,0,1.74:34.90:1.00:1.50:47.23:64.00:0:0,4.5687E5,3.6256E6,4.5687E5,3.6256E6,1.00:7.94,54246,FBpp0296983
320,227,FBgn0002780,21.85,33,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.9043E7,7.2073E7,6.0622E7,5.8315E7,4.4796E7,1.5099E7,5.2362E7,2.1336E7,1.4342E7,2.7369E7,2.1686E7,2.0805E7,1.9208E7,6.5117E6,2.2413E7,9.6226E6,0.66:1.26:1.00:0.96:0.89:0.30:1.03:0.44,5.9759E7,3.59E7,2.1091E7,1.5661E7,1.00:0.74,60310,FBpp0085233
531,702,FBgn0023175,21.59,42,9,9,Oxidation (M),4.8296E7,3.0854E7,4.5639E7,4.0668E7,7.5762E6,1.624E7,5.8169E7,1.7137E7,3.2699E7,2.0281E7,2.3499E7,2.4168E7,5.5089E6,8.0325E6,2.8866E7,1.1171E7,1.39:0.86:1.00:1.03:0.23:0.34:1.23:0.48,4.2041E7,2.7549E7,2.5296E7,1.4182E7,1.00:0.56,27675,FBpp0089041
357,800,FBgn0028737,21.48,68,11,11,Oxidation (M),2.5359E8,1.3797E8,1.7136E8,1.3132E8,1.0529E8,4.3117E7,8.0024E7,1.7495E8,1.8177E8,8.0553E7,1.0658E8,8.2877E7,6.2027E7,2.6308E7,4.7024E7,8.7058E7,1.71:0.76:1.00:0.78:0.58:0.25:0.44:0.82,1.8897E8,1.283E8,1.1986E8,6.8475E7,1.00:0.57,24247,FBpp0305165
245,230,FBgn0052549,21.41,31,19,19,Carbamidomethylation; Oxidation (M),5.3693E7,9.1086E7,6.2477E7,5.5249E7,1.9945E8,3.4101E7,1.8672E8,1.2889E8,2.3548E7,3.4105E7,2.6896E7,2.1463E7,4.8928E7,1.1928E7,5.3675E7,3.9311E7,0.88:1.27:1.00:0.80:1.82:0.44:2.00:1.46,6.7075E7,1.4327E8,2.6503E7,3.8461E7,1.00:1.45,80871,FBpp0309367
1460,1445,FBgn0283472,21.41,4,1,1,,3.2059E5,2.512E5,3.9112E5,3.0715E5,1.7297E6,7.5789E5,7.3932E5,6.3849E5,3.2059E5,2.512E5,3.9112E5,3.0715E5,1.7297E6,7.5789E5,7.3932E5,6.3849E5,0.82:0.64:1.00:0.79:4.42:1.94:1.89:1.63,3.1752E5,9.6635E5,3.1752E5,9.6635E5,1.00:3.04,55427,FBpp0076820
968,767,FBgn0004055,21.39,16,6,6,,2.354E6,5.9071E6,1.1266E7,1.2393E7,1.702E7,1.3645E7,9.018E6,6.0583E6,1.8099E6,5.061E6,8.165E6,8.957E6,1.356E7,1.029E7,6.4929E6,4.4668E6,0.22:0.62:1.00:1.10:1.66:1.26:0.80:0.55,8.39E6,1.1435E7,5.9982E6,8.7023E6,1.00:1.45,54308,FBpp0072304
1495,1439,FBgn0029925,21.34,18,4,4,Carbamidomethylation,3.2998E6,9.6554E5,2.7296E6,9.0758E4,1.7326E6,0,5.6835E5,1.8917E6,2.9714E6,8.7751E5,2.5675E6,9.0758E4,1.658E6,0,4.9704E5,1.6946E6,1.16:0.34:1.00:0.04:0.65:0:0.19:0.66,1.8196E6,1.5004E6,1.6268E6,1.386E6,1.00:0.85,26932,FBpp0070997
343,295,FBgn0034237,21.31,20,11,11,Oxidation (M),1.5781E7,2.0658E7,1.3733E7,1.3455E7,4.3263E7,3.5899E7,1.1745E7,3.8376E7,9.2651E6,1.1577E7,6.8271E6,6.4124E6,2.1777E7,1.9824E7,3.9369E6,1.5257E7,1.36:1.70:1.00:0.94:3.19:2.90:0.58:2.23,1.5962E7,3.3518E7,8.5205E6,1.6395E7,1.00:1.92,80442,FBpp0086097
611,437,FBgn0052473,21.10,9,8,8,Oxidation (M),5.282E6,6.2693E6,6.7056E6,6.2805E6,1.839E7,6.0798E6,5.5806E6,1.2813E7,3.3622E6,3.4019E6,3.8704E6,4.4098E6,1.0526E7,4.4889E6,2.0253E6,9.04E6,0.87:0.88:1.00:1.14:2.72:1.16:0.52:2.34,6.3956E6,1.1892E7,3.7611E6,6.5201E6,1.00:1.73,116385,FBpp0082211
71,106,FBgn0000579,21.07,46,17,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.9253E8,2.1809E8,1.9074E8,1.5409E8,3.3979E8,2.5983E8,2.94E8,3.2539E8,8.2702E7,8.8338E7,7.8178E7,5.9372E7,1.7604E8,1.1073E8,1.3331E8,1.738E8,1.06:1.13:1.00:0.76:2.25:1.42:1.71:2.22,1.9515E8,3.0977E8,8.0983E7,1.5149E8,1.00:1.87,54310,FBpp0077571
430,298,FBgn0027081,20.87,13,8,8,Carbamidomethylation; Oxidation (M),4.3355E6,1.1459E7,1.3976E7,1.2854E7,1.5947E7,1.3793E7,2.1964E7,1.4512E7,4.0003E6,8.304E6,7.7248E6,8.2746E6,1.3696E7,1.3696E7,1.3366E7,1.3258E7,0.52:1.07:1.00:1.07:1.77:1.77:1.73:1.72,1.2087E7,1.8616E7,7.5144E6,1.3853E7,1.00:1.84,85978,FBpp0079914
1036,943,FBgn0035438,20.72,35,8,8,Oxidation (M); Deamidation (NQ),1.0933E8,7.9408E7,7.1734E7,6.0797E7,6.7638E7,3.274E7,1.6159E8,1.2823E8,4.9285E7,3.9239E7,3.5441E7,3.4222E7,3.5639E7,2.0671E7,9.8331E7,7.3234E7,1.39:1.11:1.00:0.97:1.01:0.58:2.77:2.07,8.0317E7,9.9117E7,3.9547E7,5.8232E7,1.00:1.47,26238,FBpp0072932
1776,1959,FBgn0027607,20.67,3,2,2,,7.6419E5,1.3372E6,1.3706E6,1.4312E6,3.0408E6,1.6473E6,2.5396E6,2.899E5,7.6419E5,1.3372E6,1.3706E6,1.4312E6,3.0408E6,1.6473E6,2.5396E6,2.899E5,0.56:0.98:1.00:1.04:2.22:1.20:1.85:0.21,1.2453E6,2.752E6,1.2453E6,2.752E6,1.00:2.21,79125,FBpp0087755
633,500,FBgn0000239,20.60,18,10,10,Oxidation (M),1.7412E7,2.2411E7,1.8412E7,1.4976E7,5.0586E7,5.6925E6,3.373E7,1.7732E7,9.813E6,1.2256E7,9.6448E6,8.1142E6,2.8234E7,3.0832E6,1.7165E7,8.9585E6,1.02:1.27:1.00:0.84:2.93:0.32:1.78:0.93,1.8331E7,3.5052E7,9.957E6,2.0481E7,1.00:2.06,76790,FBpp0290556
428,640,FBgn0001149,20.40,35,9,9,Carbamidomethylation,3.1162E8,1.4451E8,2.7892E8,2.7984E8,3.4282E8,1.6399E8,3.3592E8,4.2455E8,2.1882E8,1.0129E8,2.1516E8,2.1051E8,2.8425E8,1.3568E8,3.0009E8,3.5047E8,1.02:0.47:1.00:0.98:1.32:0.63:1.39:1.63,2.5385E8,3.2357E8,1.8652E8,2.7119E8,1.00:1.45,23866,FBpp0082077
436,722,FBgn0032509,20.19,75,13,13,Carbamidomethylation; Oxidation (M),3.0149E7,1.9022E7,2.0186E7,2.0533E7,1.4212E7,1.4044E7,1.6893E7,1.9482E7,1.6303E7,1.198E7,1.1719E7,7.5754E6,8.3202E6,7.0361E6,7.5331E6,8.238E6,1.39:1.02:1.00:0.65:0.71:0.60:0.64:0.70,2.2586E7,1.7698E7,1.1894E7,8.8597E6,1.00:0.74,23631,FBpp0080044
246,337,FBgn0001145,20.18,47,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.7494E8,3.3791E8,3.0282E8,3.0984E8,3.2168E8,4.3164E8,6.2511E8,4.305E8,1.8489E8,1.8224E8,1.5859E8,1.6403E8,1.883E8,2.3168E8,3.1171E8,2.5604E8,1.17:1.15:1.00:1.03:1.19:1.46:1.97:1.61,3.1483E8,4.6478E8,1.7243E8,2.5671E8,1.00:1.49,41731,FBpp0310162
323,206,FBgn0284436,20.17,43,21,21,Carbamidomethylation; Oxidation (M),4.4983E7,6.6005E7,4.9546E7,4.6965E7,1.0515E8,1.093E8,5.7601E7,4.5624E7,1.1803E7,1.6985E7,1.4891E7,1.3275E7,3.3872E7,2.7928E7,1.2405E7,7.3439E6,0.79:1.14:1.00:0.89:2.27:1.88:0.83:0.49,5.3791E7,8.3254E7,1.4239E7,2.0387E7,1.00:1.43,59433,FBpp0087764
765,539,FBgn0026079,19.87,10,6,6,Carbamidomethylation; Oxidation (M),3.048E6,1.0442E6,1.3411E6,1.7905E5,7.422E6,6.5789E6,1.6387E6,5.3508E6,2.9173E6,5.9492E5,8.5423E5,1.2194E5,5.5589E6,4.3115E6,8.7851E5,4.3731E6,3.42:0.70:1.00:0.14:6.51:5.05:1.03:5.12,2.168E6,5.3692E6,1.8095E6,3.7805E6,1.00:2.09,84162,FBpp0070637
179,130,FBgn0008635,19.75,24,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.4613E7,2.1274E7,1.7307E7,2.1459E7,4.012E7,1.8486E7,1.3355E7,3.0693E7,7.0521E6,8.4781E6,4.1329E6,4.3869E6,1.5446E7,5.8846E6,4.1288E6,1.5127E7,1.71:2.05:1.00:1.06:3.74:1.42:1.00:3.66,1.9992E7,2.6947E7,6.501E6,1.0147E7,1.00:1.56,107407,FBpp0074348
987,2128,FBgn0037728,19.70,26,6,6,Carbamidomethylation,2.9746E7,1.957E7,1.8646E7,1.821E7,3.2916E7,1.9605E7,2.807E7,5.2507E7,2.5236E7,1.7181E7,1.6551E7,1.5685E7,2.6441E7,1.6437E7,2.2798E7,4.0665E7,1.52:1.04:1.00:0.95:1.60:0.99:1.38:2.46,2.2503E7,3.6889E7,1.9623E7,2.9835E7,1.00:1.52,20753,FBpp0081560
879,1054,FBgn0016697,19.68,42,9,9,Carbamidomethylation; Oxidation (M),4.2466E7,3.2532E7,4.0212E7,2.0374E7,2.1417E7,6.5917E6,1.5484E7,3.9269E7,2.6994E7,2.3342E7,2.8037E7,1.9544E7,1.3441E7,5.9825E6,1.3249E7,2.823E7,0.96:0.83:1.00:0.70:0.48:0.21:0.47:1.01,3.6224E7,2.8427E7,2.6708E7,2.1397E7,1.00:0.80,26884,FBpp0086066
1060,1651,FBgn0285950,19.57,27,6,6,Oxidation (M),8.6564E7,1.3977E7,4.2616E7,1.5522E7,1.1449E7,8.1168E5,4.1104E6,9.1895E6,7.1719E7,1.2009E7,3.3221E7,1.5165E7,7.2508E6,8.1168E5,2.8948E6,6.6419E6,2.16:0.36:1.00:0.46:0.22:0.02:0.09:0.20,4.0647E7,8.6208E6,3.3029E7,5.8664E6,1.00:0.18,23998,FBpp0072312
1798,2257,FBgn0032286,19.56,2,1,1,,0,0,6.6973E5,5.1271E5,1.4081E6,6.2183E5,1.2908E6,9.5167E5,0,0,6.6973E5,5.1271E5,1.4081E6,6.2183E5,1.2908E6,9.5167E5,0:0:1.00:0.77:2.10:0.93:1.93:1.42,5.9122E5,1.0681E6,5.9122E5,1.0681E6,1.00:1.81,80241,FBpp0079714
370,350,FBgn0028692,19.50,21,16,16,Carbamidomethylation; Oxidation (M),2.3069E7,2.5974E7,2.6083E7,2.3924E7,5.9675E7,3.3108E6,1.1166E7,1.3689E7,1.1619E7,1.2874E7,1.1844E7,1.025E7,2.2427E7,9.3145E5,4.4812E6,4.9401E6,0.98:1.09:1.00:0.87:1.89:0.08:0.38:0.42,2.5034E7,2.5912E7,1.1647E7,9.9714E6,1.00:0.86,114223,FBpp0303405
532,998,FBgn0000181,19.14,74,9,9,Oxidation (M),4.5331E7,6.6686E7,6.8889E7,4.6279E7,3.5427E7,9.4252E6,6.2851E7,5.9992E7,2.4581E7,4.673E7,4.7582E7,3.4971E7,2.7615E7,5.5035E6,3.6553E7,3.9024E7,0.52:0.98:1.00:0.73:0.58:0.12:0.77:0.82,5.7627E7,4.4412E7,3.9146E7,2.7482E7,1.00:0.70,17738,FBpp0086895
988,1044,FBgn0010409,18.78,48,10,10,Carbamidomethylation,1.2199E8,1.3221E8,1.2875E8,9.256E7,1.0019E8,2.325E7,9.9278E7,9.5277E7,5.9566E7,7.5567E7,7.0397E7,6.4089E7,4.8034E7,1.7908E7,6.362E7,5.9712E7,0.85:1.07:1.00:0.91:0.68:0.25:0.90:0.85,1.2032E8,9.8312E7,6.869E7,5.1287E7,1.00:0.75,21030,FBpp0086103
1465,1743,FBgn0261479,18.73,4,1,1,,0,1.3461E5,4.1045E5,3.1163E5,7.4973E5,6.4749E5,1.5134E6,1.2841E6,0,1.3461E5,4.1045E5,3.1163E5,7.4973E5,6.4749E5,1.5134E6,1.2841E6,0:0.33:1.00:0.76:1.83:1.58:3.69:3.13,2.8556E5,1.0487E6,2.8556E5,1.0487E6,1.00:3.67,33564,FBpp0085222
396,186,FBgn0032444,18.73,39,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.4573E7,3.6238E7,2.7549E7,2.5822E7,6.5985E7,5.5746E7,2.3306E7,1.3585E7,8.8348E6,1.8449E7,1.4775E7,1.3348E7,3.3627E7,2.6189E7,1.1075E7,7.171E6,0.60:1.25:1.00:0.90:2.28:1.77:0.75:0.49,2.6789E7,4.0272E7,1.3852E7,1.9516E7,1.00:1.41,57116,FBpp0079992
1334,1094,FBgn0032246,18.73,10,4,4,Oxidation (M),1.4563E5,2.4538E6,2.795E6,3.4189E6,4.9861E6,3.4469E5,1.1645E7,3.9591E6,1.4563E5,2.4538E6,2.4507E6,3.1113E6,4.7085E6,3.4469E5,1.1313E7,3.7861E6,0.06:1.00:1.00:1.27:1.92:0.14:4.62:1.54,2.4832E6,6.7368E6,2.1572E6,6.4762E6,1.00:3.00,46190,FBpp0079610
